year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
1980,Oklahoma,OK,53,US Senate,Andy Coats,democrat,478283,1098294
1980,Oregon,OR,72,US Senate,Ted Kulongoski,democrat,501963,1140494
1980,Oregon,OR,72,US Senate,Bob Packwood,republican,594290,1140494
1980,Oregon,OR,72,US Senate,NA,NA,555,1140494
1980,Oregon,OR,72,US Senate,Tonie Nathan,libertarian,43686,1140494
1980,Pennsylvania,PA,14,US Senate,Pete Flaherty,democrat,2122391,4418042
1980,Pennsylvania,PA,14,US Senate,Linda Mohrbacher,socialist workers,27229,4418042
1980,Pennsylvania,PA,14,US Senate,Lee Frissell,citizens,16089,4418042
1980,Pennsylvania,PA,14,US Senate,Arlen Specter,republican,2230404,4418042
1980,Pennsylvania,PA,14,US Senate,Frank Kinces,communist,3334,4418042
1980,Pennsylvania,PA,14,US Senate,David K. Walter,libertarian,18595,4418042
1980,South Carolina,SC,48,US Senate,Marshall Mays,republican,257946,870500
1980,South Carolina,SC,48,US Senate,Ernest Fritz Hollings,democrat,612554,870500
1980,South Dakota,SD,37,US Senate,James Abdnor,republican,190594,327478
1980,South Dakota,SD,37,US Senate,George McGovern,democrat,129018,327478
1980,South Dakota,SD,37,US Senate,Wayne Peterson,independent,7866,327478
1980,Utah,UT,67,US Senate,Bruce Bangerter,independent,3186,594298
1980,Utah,UT,67,US Senate,Jake Garn,republican,437675,594298
1980,Utah,UT,67,US Senate,George M. Batchelor,american,1983,594298
1980,Utah,UT,67,US Senate,Dan Berman,democrat,151454,594298
1980,Vermont,VT,6,US Senate,Stewart M. Ledbetter,republican,101421,209124
1980,Vermont,VT,6,US Senate,Anthony N. Doria,independent,1776,209124
1980,Vermont,VT,6,US Senate,Patrick J. Leahy,democrat,104176,209124
1980,Vermont,VT,6,US Senate,Earl S. Gardiner,socialist,1629,209124
1980,Vermont,VT,6,US Senate,NA,NA,122,209124
1980,Washington,WA,73,US Senate,Warren G. Magnuson,democrat,792052,1728369
1980,Washington,WA,73,US Senate,Slade Gorton,republican,936317,1728369
1980,Wisconsin,WI,25,US Senate,NA,NA,67,2204202
1980,Wisconsin,WI,25,US Senate,Robert W. Kasten Jr.,republican,1106311,2204202
1980,Wisconsin,WI,25,US Senate,Gaylord A. Nelson,democrat,1065487,2204202
1980,Wisconsin,WI,25,US Senate,Susan L. Hagen,socialist workers,6502,2204202
1980,Wisconsin,WI,25,US Senate,Bervin J. Larson,libertarian,9679,2204202
1980,Wisconsin,WI,25,US Senate,James P. Wickstrom,american independent,16156,2204202
1982,Arizona,AZ,61,US Senate,Dennis DeConcini,democrat,411970,723885
1982,Arizona,AZ,61,US Senate,NA,NA,66,723885
1982,Arizona,AZ,61,US Senate,Pete Dunn,republican,291749,723885
1982,Arizona,AZ,61,US Senate,"Randall ""Pete Bardo"" Clamons",libertarian,20100,723885
1982,California,CA,71,US Senate,"Theresa ""Tena"" Dietrich",american independent,83809,7805450
1982,California,CA,71,US Senate,David Wald,peace and freedom,96388,7805450
1982,California,CA,71,US Senate,Joseph Fuhrig,libertarian,107720,7805450
1982,California,CA,71,US Senate,"Edmund G. Brown, Jr.",democrat,3494968,7805450
1982,California,CA,71,US Senate,Pete Wilson,republican,4022565,7805450
1982,Connecticut,CT,1,US Senate,Anthony Toby Moffett,democrat,499146,1083508
1982,Connecticut,CT,1,US Senate,James A. Lewis,libertarian,8163,1083508
1982,Connecticut,CT,1,US Senate,"Lucien P. DiFazio, Jr.",conservative,30212,1083508
1982,Connecticut,CT,1,US Senate,"Lowell P. Weicker, Jr.",republican,545987,1083508
1982,Delaware,DE,11,US Senate,David N. Levinson,democrat,84413,190960
1982,Delaware,DE,11,US Senate,"William V. Roth, Jr.",republican,105357,190960
1982,Delaware,DE,11,US Senate,Charles A. Baker,american,537,190960
1982,Delaware,DE,11,US Senate,Lawrence D. Sullivan,libertarian,653,190960
1982,Florida,FL,43,US Senate,NA,NA,422,2653419
1982,Florida,FL,43,US Senate,Van B. Poole,republican,1015330,2653419
1982,Florida,FL,43,US Senate,Lawton Chiles,democrat,1637667,2653419
1982,Hawaii,HI,82,US Senate,Spark Matsunaga,democrat,245386,306410
1982,Hawaii,HI,82,US Senate,E. Floyd Bernier-Nachtwey,independent,8953,306410
1982,Hawaii,HI,82,US Senate,Clarence J. Brown,republican,52071,306410
1982,Indiana,IN,22,US Senate,Floyd J. Fithian,democrat,828400,1817287
1982,Indiana,IN,22,US Senate,Richard G. Lugar,republican,978301,1817287
1982,Indiana,IN,22,US Senate,Raymond James,american,10586,1817287
1982,Maine,ME,2,US Senate,NA,NA,14,459715
1982,Maine,ME,2,US Senate,David F. Emery,republican,179882,459715
1982,Maine,ME,2,US Senate,George J. Mitchell,democrat,279819,459715
1982,Maryland,MD,52,US Senate,Paul S. Sarbanes,democrat,707356,1114690
1982,Maryland,MD,52,US Senate,Lawrence J. Hogan,republican,407334,1114690
1982,Massachusetts,MA,3,US Senate,Howard S. Katz,libertarian,18878,2050769
1982,Massachusetts,MA,3,US Senate,Ray Shamie,republican,784602,2050769
1982,Massachusetts,MA,3,US Senate,NA,NA,205,2050769
1982,Massachusetts,MA,3,US Senate,Edward M. Kennedy,democrat,1247084,2050769
1982,Michigan,MI,23,US Senate,"Donald W. Riegle, Jr.",democrat,1728793,2994334
1982,Michigan,MI,23,US Senate,Steve Beumer,socialist workers,4335,2994334
1982,Michigan,MI,23,US Senate,Helen Halyard,workers league,6085,2994334
1982,Michigan,MI,23,US Senate,NA,NA,42,2994334
1982,Michigan,MI,23,US Senate,Daniel Eller,american independent,12660,2994334
1982,Michigan,MI,23,US Senate,Philip E. Ruppe,republican,1223288,2994334
1982,Michigan,MI,23,US Senate,Bette Erwin,libertarian,19131,2994334
1982,Minnesota,MN,33,US Senate,Bill Onasch,socialist workers,5897,1804675
1982,Minnesota,MN,33,US Senate,Mark Dayton,democrat,840401,1804675
1982,Minnesota,MN,33,US Senate,Jeffrey M. Miller,new union,3300,1804675
1982,Minnesota,MN,33,US Senate,Dave Durenberger,republican,949207,1804675
1982,Minnesota,MN,33,US Senate,Fred G. Hewitt,libertarian,5870,1804675
1982,Mississippi,MS,46,US Senate,John C. Stennis,democrat,414099,645026
1982,Mississippi,MS,46,US Senate,Haley Barbour,republican,230927,645026
1982,Missouri,MO,34,US Senate,NA,NA,16,1543521
1982,Missouri,MO,34,US Senate,Harriett Woods,democrat,758629,1543521
1982,Missouri,MO,34,US Senate,John C. Danforth,republican,784876,1543521
1982,Montana,MT,64,US Senate,Larry Williams,republican,133789,321062
1982,Montana,MT,64,US Senate,John Melcher,democrat,174861,321062
1982,Montana,MT,64,US Senate,Larry Dodge,libertarian,12412,321062
1982,Nebraska,NE,35,US Senate,Edward Zorinsky,democrat,363350,545647
1982,Nebraska,NE,35,US Senate,Jim Keck,republican,155760,545647
1982,Nebraska,NE,35,US Senate,NA,NA,94,545647
1982,Nebraska,NE,35,US Senate,Virginia Walsh,nominated by petition,26443,545647
1982,Nevada,NV,65,US Senate,Chic Hecht,republican,120377,235097
1982,Nevada,NV,65,US Senate,Howard Cannon,democrat,114720,235097
1982,New Jersey,NJ,12,US Senate,Millicent Fenwick,republican,1047626,2193945
1982,New Jersey,NJ,12,US Senate,Rose Zeidwerg Monyek,repeal tf807 (hr4277-79),1830,2193945
1982,New Jersey,NJ,12,US Senate,Martin E. Wendelken,independent,4745,2193945
1982,New Jersey,NJ,12,US Senate,Robert T. Bastien,grassroots,2955,2193945
1982,New Jersey,NJ,12,US Senate,Frank R. Lautenberg,democrat,1117549,2193945
1982,New Jersey,NJ,12,US Senate,Henry Koch,libertarian,9934,2193945
1982,New Jersey,NJ,12,US Senate,Claire Moriarty,socialist workers,3726,2193945
1982,New Jersey,NJ,12,US Senate,Julius Levin,socialist labor,5580,2193945
1982,New Mexico,NM,66,US Senate,Harrison H. Schmitt,republican,187128,404810
1982,New Mexico,NM,66,US Senate,Jeff Bingaman,democrat,217682,404810
1982,New York,NY,13,US Senate,Florence M. Sullivan,republican,1415749,4967729
1982,New York,NY,13,US Senate,NA,NA,232,4967729
1982,New York,NY,13,US Senate,Steven Wattenmaker,socialist workers,15206,4967729
1982,New York,NY,13,US Senate,Florence M. Sullivan,conservative,175650,4967729
1982,New York,NY,13,US Senate,Daniel P. Moynihan,liberal,142275,4967729
1982,New York,NY,13,US Senate,James j. McKeown,free libertarian,23379,4967729
1982,New York,NY,13,US Senate,Daniel P. Moynihan,democrat,3089871,4967729
1982,New York,NY,13,US Senate,Florence M. Sullivan,right to life,105367,4967729
1982,North Dakota,ND,36,US Senate,Gene Knorr,republican,89304,262465
1982,North Dakota,ND,36,US Senate,Anna B. Bourgois,"god, family, and country",8288,262465
1982,North Dakota,ND,36,US Senate,Quentin N. Burdick,democrat,164873,262465
1982,Ohio,OH,24,US Senate,Philip Herzing,libertarian,36103,3395463
1982,Ohio,OH,24,US Senate,Paul E. Pfeifer,republican,1396790,3395463
1982,Ohio,OH,24,US Senate,Howard M. Metzenbaum,democrat,1923767,3395463
1982,Ohio,OH,24,US Senate,Alicia Merel,independent,38803,3395463
1982,Pennsylvania,PA,14,US Senate,Liane Norman,consumer,16530,3604108
1982,Pennsylvania,PA,14,US Senate,Kipp Miriam Dawson,socialist workers,18951,3604108
1982,Pennsylvania,PA,14,US Senate,Cyril H. Wecht,democrat,1412965,3604108
1982,Pennsylvania,PA,14,US Senate,John Heinz,republican,2136418,3604108
1982,Pennsylvania,PA,14,US Senate,Barbara I. Karkutt,libertarian,19244,3604108
1982,Rhode Island,RI,5,US Senate,John H. Chafee,republican,175495,342778
1982,Rhode Island,RI,5,US Senate,Julius C. Michaelson,democrat,167283,342778
1982,Tennessee,TN,54,US Senate,Robin Beard,republican,479642,1259785
1982,Tennessee,TN,54,US Senate,NA,NA,30,1259785
1982,Tennessee,TN,54,US Senate,Jim Sasser,democrat,780113,1259785
1982,Texas,TX,49,US Senate,Lineaus Hooper Lorette,citizens,4564,3103167
1982,Texas,TX,49,US Senate,NA,NA,127,3103167
1982,Texas,TX,49,US Senate,Lloyd Bentsen,democrat,1818223,3103167
1982,Texas,TX,49,US Senate,John E. Ford,libertarian,23494,3103167
1982,Texas,TX,49,US Senate,Jim Collins,republican,1256759,3103167
1982,Utah,UT,67,US Senate,Lawrence R. Kauffman,american,953,530802
1982,Utah,UT,67,US Senate,George Mercier,libertarian,1035,530802
1982,Utah,UT,67,US Senate,Orrin G. Hatch,republican,309332,530802
1982,Utah,UT,67,US Senate,Ted Wilson,democrat,219482,530802
1982,Vermont,VT,6,US Senate,Ion Laskaris,citizens,897,168002
1982,Vermont,VT,6,US Senate,Robert T. Stafford,republican,84449,168002
1982,Vermont,VT,6,US Senate,Jerry Levy,liberty union,774,168002
1982,Vermont,VT,6,US Senate,Bo Adlerbert,libertarian,892,168002
1982,Vermont,VT,6,US Senate,NA,NA,187,168002
1982,Vermont,VT,6,US Senate,Michael Edward Hackett,independent,1463,168002
1982,Vermont,VT,6,US Senate,James A. Guest,democrat,79340,168002
1982,Virginia,VA,40,US Senate,"Paul S. Trible, Jr.",republican,724571,1415622
1982,Virginia,VA,40,US Senate,Richard J. (Dick) Davis,democrat,690839,1415622
1982,Virginia,VA,40,US Senate,NA,NA,212,1415622
1982,Washington,WA,73,US Senate,King Lysen,independent,72297,1368476
1982,Washington,WA,73,US Senate,Jesse Chiang,independent,20251,1368476
1982,Washington,WA,73,US Senate,Doug Jewett,republican,332273,1368476
1982,Washington,WA,73,US Senate,Henry M. Jackson,democrat,943655,1368476
1982,West Virginia,WV,56,US Senate,William B. Hovland,socialist workers,4234,565314
1982,West Virginia,WV,56,US Senate,Cleve Benedict,republican,173910,565314
1982,West Virginia,WV,56,US Senate,Robert C. Byrd,democrat,387170,565314
1982,Wisconsin,WI,25,US Senate,Scott McCallum,republican,527355,1544883
1982,Wisconsin,WI,25,US Senate,William Osborne Hart,labor and farm,21807,1544883
1982,Wisconsin,WI,25,US Senate,William Proxmire,democrat,983311,1544883
1982,Wisconsin,WI,25,US Senate,George Liljenfeldt,libertarian,7947,1544883
1982,Wisconsin,WI,25,US Senate,Sanford G. Knapp,constitution,4463,1544883
1982,Wyoming,WY,68,US Senate,Malcolm Wallop,republican,94725,167191
1982,Wyoming,WY,68,US Senate,Rodger McDaniel,democrat,72466,167191
1984,Alabama,AL,41,US Senate,Howell Heflin,democrat,860535,1371234
1984,Alabama,AL,41,US Senate,S. D. (Yana) Davis,libertarian,12191,1371234
1984,Alabama,AL,41,US Senate,Albert Lee Smith,republican,498508,1371234
1984,Alaska,AK,81,US Senate,John E. Havelock,democrat,58804,206438
1984,Alaska,AK,81,US Senate,Other,,715,206438
1984,Alaska,AK,81,US Senate,Ted Stevens,republican,146919,206438
1984,Arkansas,AR,42,US Senate,David Pryor,democrat,502341,875956
1984,Arkansas,AR,42,US Senate,Ed Bethune,republican,373615,875956
1984,Colorado,CO,62,US Senate,"William L. ""Bill"" Armstrong",republican,833821,1297809
1984,Colorado,CO,62,US Senate,David Martin,socialist workers,2208,1297809
1984,Colorado,CO,62,US Senate,Nancy Dick,democrat,449327,1297809
1984,Colorado,CO,62,US Senate,Craig Green,libertarian,11077,1297809
1984,Colorado,CO,62,US Senate,Earl Higgerson,prohibition,1376,1297809
1984,Delaware,DE,11,US Senate,Joseph R. Biden Jr.,democrat,147831,245932
1984,Delaware,DE,11,US Senate,John M. Burris,republican,98101,245932
1984,Georgia,GA,44,US Senate,Mike Hicks,republican,337196,1681344
1984,Georgia,GA,44,US Senate,Other,,44,1681344
1984,Georgia,GA,44,US Senate,Sam Nunn,democrat,1344104,1681344
1984,Idaho,ID,63,US Senate,Peter M. Busch,democrat,105591,406168
1984,Idaho,ID,63,US Senate,Donald B. Billings,libertarian,7384,406168
1984,Idaho,ID,63,US Senate,James A. McClure,republican,293193,406168
1984,Illinois,IL,21,US Senate,Nelson Gonzalez,socialist workers,4913,4787335
1984,Illinois,IL,21,US Senate,Other,,273,4787335
1984,Illinois,IL,21,US Senate,Charles H. Percy,republican,2308039,4787335
1984,Illinois,IL,21,US Senate,Steven I. Givot,libertarian,59777,4787335
1984,Illinois,IL,21,US Senate,Paul Simon,democrat,2397165,4787335
1984,Illinois,IL,21,US Senate,Marjorie H. Pries,citizens,12366,4787335
1984,Illinois,IL,21,US Senate,Ishmael Flory,communist,4802,4787335
1984,Iowa,IA,31,US Senate,Roger W. Jepsen,republican,564381,1292700
1984,Iowa,IA,31,US Senate,Garry De Young,independent,11014,1292700
1984,Iowa,IA,31,US Senate,Other,,422,1292700
1984,Iowa,IA,31,US Senate,Tom Harkin,democrat,716883,1292700
1984,Kansas,KS,32,US Senate,James R. Maher,democrat,211664,996729
1984,Kansas,KS,32,US Senate,Freda H. Steele,prohibition,4610,996729
1984,Kansas,KS,32,US Senate,Marian Ruck Jackson,american,6918,996729
1984,Kansas,KS,32,US Senate,Douglas N. Merritt,libertarian,6755,996729
1984,Kansas,KS,32,US Senate,Lucille Bieger,communist,9380,996729
1984,Kansas,KS,32,US Senate,Nancy Landon Kassebaum,republican,757402,996729
1984,Kentucky,KY,51,US Senate,Walter (Dee) Huddleston,democrat,639721,1292407
1984,Kentucky,KY,51,US Senate,Dave Welters,socialist workers,7696,1292407
1984,Kentucky,KY,51,US Senate,Mitch McConnell,democrat,644990,1292407
1984,Louisiana,LA,45,US Senate,J. Bennett Johnston Jr.,democrat,1,1
1984,Maine,ME,2,US Senate,P. Ann Stoddard,constitutionalist,4338,551406
1984,Maine,ME,2,US Senate,William S. Cohen,republican,404414,551406
1984,Maine,ME,2,US Senate,Elizabeth H. Mitchell,democrat,142626,551406
1984,Maine,ME,2,US Senate,Other,,28,551406
1984,Massachusetts,MA,3,US Senate,Other,,408,2530471
1984,Massachusetts,MA,3,US Senate,John F. Kerry,democrat,1393150,2530471
1984,Massachusetts,MA,3,US Senate,Raymond Shamie,republican,1136913,2530471
1984,Michigan,MI,23,US Senate,Lynn Johnston,libertarian,7786,3700938
1984,Michigan,MI,23,US Senate,Max Dean,independent,2135,3700938
1984,Michigan,MI,23,US Senate,Arthur Richard Tisch,tisch independent citizens,22882,3700938
1984,Michigan,MI,23,US Senate,Other,,23,3700938
1984,Michigan,MI,23,US Senate,Carl Levin,democrat,1915831,3700938
1984,Michigan,MI,23,US Senate,Samuel L. Webb,communist,1196,3700938
1984,Michigan,MI,23,US Senate,William Roundtree,workers world,2279,3700938
1984,Michigan,MI,23,US Senate,Helen Meyers,socialist workers,2686,3700938
1984,Michigan,MI,23,US Senate,Fred Mazelis,workers league,818,3700938
1984,Michigan,MI,23,US Senate,Jack Lousma,republican,1745302,3700938
1984,Minnesota,MN,33,US Senate,Other,,240,2066143
1984,Minnesota,MN,33,US Senate,Joan Anderson Growe,democrat,852844,2066143
1984,Minnesota,MN,33,US Senate,Richard Putman,libertarian,4653,2066143
1984,Minnesota,MN,33,US Senate,Eleanor Garcia,socialist workers,5351,2066143
1984,Minnesota,MN,33,US Senate,Jeffrey M. Miller,new union,3129,2066143
1984,Minnesota,MN,33,US Senate,Rudy Boschwitz,republican,1199926,2066143
1984,Mississippi,MS,46,US Senate,William F. Winter,democrat,371926,952240
1984,Mississippi,MS,46,US Senate,Thad Cochran,republican,580314,952240
1984,Montana,MT,64,US Senate,Neil Halprin,libertarian,9143,379155
1984,Montana,MT,64,US Senate,Max Baucus,democrat,215704,379155
1984,Montana,MT,64,US Senate,Chuck Cozzens,republican,154308,379155
1984,Nebraska,NE,35,US Senate,Other,,304,639668
1984,Nebraska,NE,35,US Senate,J. J. Exon,democrat,332217,639668
1984,Nebraska,NE,35,US Senate,Nancy Hoch,republican,307147,639668
1984,New Hampshire,NH,4,US Senate,Norman E. D'Amours,democrat,157447,384369
1984,New Hampshire,NH,4,US Senate,Gordon J. Humphrey,republican,225828,384369
1984,New Hampshire,NH,4,US Senate,Saunder H. Primack,libertarian,1094,384369
1984,New Jersey,NJ,12,US Senate,Harold F. Leiendecker,libertarian,7135,3096456
1984,New Jersey,NJ,12,US Senate,Bill Bradley,democrat,1986644,3096456
1984,New Jersey,NJ,12,US Senate,James T. Hagen,prolife fiscal conservative,10409,3096456
1984,New Jersey,NJ,12,US Senate,Mary V. Mochary,republican,1080100,3096456
1984,New Jersey,NJ,12,US Senate,Jasper C. Gould,contempt of court,2891,3096456
1984,New Jersey,NJ,12,US Senate,Julius Levin,socialist labor,6053,3096456
1984,New Jersey,NJ,12,US Senate,Priscilla Schenk,socialist workers,3224,3096456
1984,New Mexico,NM,66,US Senate,Pete V. Domenici,republican,361371,502634
1984,New Mexico,NM,66,US Senate,Other,,10,502634
1984,New Mexico,NM,66,US Senate,Judith A. Pratt,democrat,141253,502634
1984,North Carolina,NC,47,US Senate,Jesse Helms,republican,1156768,2239051
1984,North Carolina,NC,47,US Senate,Kate Daher,socialist workers,2493,2239051
1984,North Carolina,NC,47,US Senate,Bobby Yates Emory,libertarian,9302,2239051
1984,North Carolina,NC,47,US Senate,James B. (Jim) Hunt Jr.,democrat,1070488,2239051
1984,Oklahoma,OK,53,US Senate,David Boren,democrat,906131,1197937
1984,Oklahoma,OK,53,US Senate,Robert T. Murphy,libertarian,11168,1197937
1984,Oklahoma,OK,53,US Senate,Will E. Bill Crozier,republican,280638,1197937
1984,Oregon,OR,72,US Senate,Mark O. Hatfield,republican,808152,1214735
1984,Oregon,OR,72,US Senate,Margie Hendriksen,democrat,406122,1214735
1984,Oregon,OR,72,US Senate,Other,,461,1214735
1984,Rhode Island,RI,5,US Senate,Barbara M. Leonard,republican,107545,393356
1984,Rhode Island,RI,5,US Senate,Claiborne deB. Pell,democrat,285811,393356
1984,South Carolina,SC,48,US Senate,Strom Thurmond,republican,644815,965130
1984,South Carolina,SC,48,US Senate,Melvin Purvis,democrat,306982,965130
1984,South Carolina,SC,48,US Senate,Stephen Davis,libertarian,13333,965130
1984,South Dakota,SD,37,US Senate,George V. Cunningham,democrat,80537,315713
1984,South Dakota,SD,37,US Senate,Larry Pressler,republican,235176,315713
1984,Tennessee,TN,54,US Senate,Victor Ashe,republican,557016,1648036
