year,state,state_po,state_ic,office,candidate,party,candidatevotes,totalvotes
1976,Alabama,AL,41,US President,"Carter, Jimmy",democrat,659170,1182850
1976,Alabama,AL,41,US President,"Ford, Gerald",republican,504070,1182850
1976,Alabama,AL,41,US President,"Maddox, Lester",american independent party,9198,1182850
1976,Alabama,AL,41,US President,"Bubar, Benjamin """"Ben""""",prohibition,6669,1182850
1976,Alabama,AL,41,US President,"Hall, Gus",communist party use,1954,1182850
1976,Alabama,AL,41,US President,"Macbride, Roger",libertarian,1481,1182850
1976,Alabama,AL,41,US President,,,308,1182850
1976,Alaska,AK,81,US President,"Ford, Gerald",republican,71555,123574
1976,Alaska,AK,81,US President,"Carter, Jimmy",democrat,44058,123574
1976,Alaska,AK,81,US President,"Macbride, Roger",libertarian,6785,123574
1976,Alaska,AK,81,US President,,,1176,123574
1976,Arizona,AZ,61,US President,"Ford, Gerald",republican,418642,742719
1976,Arizona,AZ,61,US President,"Carter, Jimmy",democrat,295602,742719
1976,Arizona,AZ,61,US President,"McCarthy, Eugene """"Gene""""",independent,19229,742719
1976,Arizona,AZ,61,US President,"Macbride, Roger",libertarian,7647,742719
1976,Arizona,AZ,61,US President,"Camejo, Peter",socialist workers,928,742719
1976,Arizona,AZ,61,US President,"Anderson, Thomas J.",american,564,742719
1976,Arizona,AZ,61,US President,"Maddox, Lester",american independent party,85,742719
1976,Arizona,AZ,61,US President,,,22,742719
1976,Arkansas,AR,42,US President,"Carter, Jimmy",democrat,498604,767535
1976,Arkansas,AR,42,US President,"Ford, Gerald",republican,267903,767535
1976,Arkansas,AR,42,US President,,independent,639,767535
1976,Arkansas,AR,42,US President,"Maddox, Lester",american independent party,389,767535
1976,California,CA,71,US President,"Ford, Gerald",republican,3882244,7803770
1976,California,CA,71,US President,"Carter, Jimmy",democrat,3742284,7803770
1976,California,CA,71,US President,"Macbride, Roger",independent,56388,7803770
1976,California,CA,71,US President,"Maddox, Lester",american independent party,51098,7803770
1976,California,CA,71,US President,"Wright, Margaret",peace & freedom,41731,7803770
1976,California,CA,71,US President,"Camejo, Peter",independent,17259,7803770
1976,California,CA,71,US President,"Hall, Gus",independent,12766,7803770
1976,Colorado,CO,62,US President,"Ford, Gerald",republican,584278,1081440
1976,Colorado,CO,62,US President,"Carter, Jimmy",democrat,460801,1081440
1976,Colorado,CO,62,US President,"McCarthy, Eugene """"Gene""""",independent,26047,1081440
1976,Colorado,CO,62,US President,"Macbride, Roger",libertarian,5338,1081440
1976,Colorado,CO,62,US President,"Bubar, Benjamin """"Ben""""",prohibition,2886,1081440
1976,Colorado,CO,62,US President,"Camejo, Peter",socialist workers,1122,1081440
1976,Colorado,CO,62,US President,"Larouche, Lyndon, Jr.",u.s. labor,565,1081440
1976,Colorado,CO,62,US President,"Hall, Gus",communist party use,403,1081440
1976,Connecticut,CT,1,US President,"Ford, Gerald",republican,719261,1386355
1976,Connecticut,CT,1,US President,"Carter, Jimmy",democrat,647895,1386355
1976,Connecticut,CT,1,US President,Scattering,,10309,1386355
1976,Connecticut,CT,1,US President,"Maddox, Lester",american independent party,7101,1386355
1976,Connecticut,CT,1,US President,"Larouche, Lyndon, Jr.",u.s. labor,1789,1386355
1976,Delaware,DE,11,US President,"Carter, Jimmy",democrat,122461,235642
1976,Delaware,DE,11,US President,"Ford, Gerald",republican,109780,235642
1976,Delaware,DE,11,US President,,no party affiliation,2432,235642
1976,Delaware,DE,11,US President,"Anderson, Thomas J.",american,645,235642
1976,Delaware,DE,11,US President,"Larouche, Lyndon, Jr.",u.s. labor,135,235642
1976,Delaware,DE,11,US President,"Bubar, Benjamin """"Ben""""",prohibition,103,235642
1976,Delaware,DE,11,US President,,socialist labor,86,235642
1976,District of Columbia,DC,55,US President,"Carter, Jimmy",democrat,137818,168830
1976,District of Columbia,DC,55,US President,"Ford, Gerald",republican,27873,168830
1976,District of Columbia,DC,55,US President,Other,,1656,168830
1976,District of Columbia,DC,55,US President,,independent,1195,168830
1976,District of Columbia,DC,55,US President,,,288,168830
1976,Florida,FL,43,US President,"Carter, Jimmy",democrat,1636000,3150631
1976,Florida,FL,43,US President,"Ford, Gerald",republican,1469531,3150631
1976,Florida,FL,43,US President,"McCarthy, Eugene """"Gene""""",independent,23643,3150631
1976,Florida,FL,43,US President,"Anderson, Thomas J.",american,21325,3150631
1976,Florida,FL,43,US President,,,132,3150631
1976,Georgia,GA,44,US President,"Carter, Jimmy",democrat,979409,1463152
1976,Georgia,GA,44,US President,"Ford, Gerald",republican,483743,1463152
1976,Hawaii,HI,82,US President,"Carter, Jimmy",democrat,147375,291301
1976,Hawaii,HI,82,US President,"Ford, Gerald",republican,140003,291301
1976,Hawaii,HI,82,US President,"Macbride, Roger",libertarian,3923,291301
1976,Idaho,ID,63,US President,"Ford, Gerald",republican,204151,340932
1976,Idaho,ID,63,US President,"Carter, Jimmy",democrat,126549,340932
1976,Idaho,ID,63,US President,"Maddox, Lester",american,5935,340932
1976,Idaho,ID,63,US President,"Macbride, Roger",libertarian,3558,340932
1976,Idaho,ID,63,US President,"Larouche, Lyndon, Jr.",u.s. labor,739,340932
1976,Illinois,IL,21,US President,"Ford, Gerald",republican,2364269,4721282
1976,Illinois,IL,21,US President,"Carter, Jimmy",democrat,2271295,4721282
1976,Illinois,IL,21,US President,"McCarthy, Eugene """"Gene""""",independent,55939,4721282
1976,Illinois,IL,21,US President,"Hall, Gus",communist party use,9250,4721282
1976,Illinois,IL,21,US President,"Macbride, Roger",libertarian,8057,4721282
1976,Illinois,IL,21,US President,,,4417,4721282
1976,Illinois,IL,21,US President,"Camejo, Peter",socialist workers,3615,4721282
1976,Illinois,IL,21,US President,"Julius """"Jules"""", Levin",socialist labor,2422,4721282
1976,Illinois,IL,21,US President,"Larouche, Lyndon, Jr.",u.s. labor,2018,4721282
1976,Indiana,IN,22,US President,"Ford, Gerald",republican,1183958,2220362
1976,Indiana,IN,22,US President,"Carter, Jimmy",democrat,1014714,2220362
1976,Indiana,IN,22,US President,"Anderson, Thomas J.",american,14048,2220362
1976,Indiana,IN,22,US President,"Camejo, Peter",socialist workers,5695,2220362
1976,Indiana,IN,22,US President,"Larouche, Lyndon, Jr.",u.s. labor,1947,2220362
1976,Iowa,IA,31,US President,"Ford, Gerald",republican,632864,1279303
1976,Iowa,IA,31,US President,"Carter, Jimmy",democrat,619931,1279303
1976,Iowa,IA,31,US President,"McCarthy, Eugene """"Gene""""",independent,20057,1279303
1976,Iowa,IA,31,US President,"Anderson, Thomas J.",american party of iowa,3041,1279303
1976,Iowa,IA,31,US President,"Macbride, Roger",libertarian,1454,1279303
1976,Iowa,IA,31,US President,"Hall, Gus",communist party use,551,1279303
1976,Iowa,IA,31,US President,Scattering,,509,1279303
1976,Iowa,IA,31,US President,"Camejo, Peter",socialist workers,262,1279303
1976,Iowa,IA,31,US President,"Larouche, Lyndon, Jr.",u.s. labor,241,1279303
1976,Iowa,IA,31,US President,"Zeidler, Frank",socialist u.s.a.,233,1279303
1976,Iowa,IA,31,US President,"Julius """"Jules"""", Levin",socialist labor,160,1279303
1976,Kansas,KS,32,US President,"Ford, Gerald",republican,502752,957845
1976,Kansas,KS,32,US President,"Carter, Jimmy",democrat,430421,957845
1976,Kansas,KS,32,US President,"McCarthy, Eugene """"Gene""""",independent,13185,957845
1976,Kansas,KS,32,US President,"Anderson, Thomas J.",american,4724,957845
1976,Kansas,KS,32,US President,"Macbride, Roger",independent,3242,957845
1976,Kansas,KS,32,US President,"Maddox, Lester",conservative,2118,957845
1976,Kansas,KS,32,US President,"Bubar, Benjamin """"Ben""""",prohibition,1403,957845
1976,Kentucky,KY,51,US President,"Carter, Jimmy",democrat,615717,1167142
1976,Kentucky,KY,51,US President,"Ford, Gerald",republican,531852,1167142
1976,Kentucky,KY,51,US President,"Anderson, Thomas J.",american,8308,1167142
1976,Kentucky,KY,51,US President,"McCarthy, Eugene """"Gene""""",independent,6837,1167142
1976,Kentucky,KY,51,US President,"Maddox, Lester",american independent party,2328,1167142
1976,Kentucky,KY,51,US President,"Macbride, Roger",libertarian,814,1167142
1976,Kentucky,KY,51,US President,"Larouche, Lyndon, Jr.",u.s. labor,510,1167142
1976,Kentucky,KY,51,US President,"Hall, Gus",communist party use,426,1167142
1976,Kentucky,KY,51,US President,"Camejo, Peter",socialist workers,350,1167142
1976,Louisiana,LA,45,US President,"Carter, Jimmy",democrat,661365,1277383
1976,Louisiana,LA,45,US President,"Ford, Gerald",republican,587446,1277383
1976,Louisiana,LA,45,US President,"Maddox, Lester",american independent party,10058,1277383
1976,Louisiana,LA,45,US President,"Hall, Gus",communist party use,7417,1277383
1976,Louisiana,LA,45,US President,"McCarthy, Eugene """"Gene""""",independent,6490,1277383
1976,Louisiana,LA,45,US President,"Macbride, Roger",libertarian,3134,1277383
1976,Louisiana,LA,45,US President,"Camejo, Peter",socialist workers,1473,1277383
1976,Maine,ME,2,US President,"Ford, Gerald",republican,236320,482968
1976,Maine,ME,2,US President,"Carter, Jimmy",democrat,232279,482968
1976,Maine,ME,2,US President,"McCarthy, Eugene """"Gene""""",independent,10874,482968
1976,Maine,ME,2,US President,"Bubar, Benjamin """"Ben""""",prohibition,3495,482968
1976,Maryland,MD,52,US President,"Carter, Jimmy",democrat,759612,1432273
1976,Maryland,MD,52,US President,"Ford, Gerald",republican,672661,1432273
1976,Massachusetts,MA,3,US President,"Carter, Jimmy",democrat,1429475,2547558
1976,Massachusetts,MA,3,US President,"Ford, Gerald",republican,1030276,2547558
1976,Massachusetts,MA,3,US President,"McCarthy, Eugene """"Gene""""",independent,65637,2547558
1976,Massachusetts,MA,3,US President,"Camejo, Peter",socialist workers,8138,2547558
1976,Massachusetts,MA,3,US President,"Anderson, Thomas J.",american,7555,2547558
1976,Massachusetts,MA,3,US President,"Larouche, Lyndon, Jr.",u.s. labor,4922,2547558
1976,Massachusetts,MA,3,US President,Scattering,,1401,2547558
1976,Massachusetts,MA,3,US President,"Macbride, Roger",libertarian,135,2547558
1976,Massachusetts,MA,3,US President,"Julius """"Jules"""", Levin",socialist labor,19,2547558
1976,Michigan,MI,23,US President,"Ford, Gerald",republican,1893742,3651590
1976,Michigan,MI,23,US President,"Carter, Jimmy",democrat,1696714,3651590
1976,Michigan,MI,23,US President,"McCarthy, Eugene """"Gene""""",independent,47905,3651590
1976,Michigan,MI,23,US President,"Macbride, Roger",libertarian,5407,3651590
1976,Michigan,MI,23,US President,"Wright, Margaret",human rights,3504,3651590
1976,Michigan,MI,23,US President,"Camejo, Peter",socialist workers,1804,3651590
1976,Michigan,MI,23,US President,"Larouche, Lyndon, Jr.",u.s. labor,1366,3651590
1976,Michigan,MI,23,US President,"Julius """"Jules"""", Levin",socialist labor,1148,3651590
1976,Minnesota,MN,33,US President,"Carter, Jimmy",democrat,1070440,1949931
1976,Minnesota,MN,33,US President,"Ford, Gerald",republican,819395,1949931
1976,Minnesota,MN,33,US President,"McCarthy, Eugene """"Gene""""",mccarthy '76,35490,1949931
1976,Minnesota,MN,33,US President,"Anderson, Thomas J.",american,13592,1949931
1976,Minnesota,MN,33,US President,"Camejo, Peter",socialist workers,4149,1949931
1976,Minnesota,MN,33,US President,"Macbride, Roger",libertarian,3529,1949931
1976,Minnesota,MN,33,US President,"Hall, Gus",communist party use,1092,1949931
1976,Minnesota,MN,33,US President,"Wright, Margaret",people's,635,1949931
1976,Minnesota,MN,33,US President,"Larouche, Lyndon, Jr.",international development bank,543,1949931
1976,Minnesota,MN,33,US President,"Julius """"Jules"""", Levin",industrial government party,370,1949931
1976,Minnesota,MN,33,US President,"Zeidler, Frank",socialist,354,1949931
1976,Minnesota,MN,33,US President,,,342,1949931
1976,Mississippi,MS,46,US President,"Carter, Jimmy",democrat,381329,768390
1976,Mississippi,MS,46,US President,"Ford, Gerald",republican,366846,768390
1976,Mississippi,MS,46,US President,"Anderson, Thomas J.",american,6678,768390
1976,Mississippi,MS,46,US President,"McCarthy, Eugene """"Gene""""",independent,4074,768390
1976,Mississippi,MS,46,US President,"Maddox, Lester",american independent party,4049,768390
1976,Mississippi,MS,46,US President,"Camejo, Peter",socialist workers,2805,768390
1976,Mississippi,MS,46,US President,"Macbride, Roger",libertarian,2609,768390
1976,Missouri,MO,34,US President,"Carter, Jimmy",democrat,998387,1953600
1976,Missouri,MO,34,US President,"Ford, Gerald",republican,927443,1953600
1976,Missouri,MO,34,US President,"McCarthy, Eugene """"Gene""""",independent,24029,1953600
1976,Missouri,MO,34,US President,Other,,3741,1953600
1976,Montana,MT,64,US President,"Ford, Gerald",republican,173703,328734
1976,Montana,MT,64,US President,"Carter, Jimmy",democrat,149259,328734
1976,Montana,MT,64,US President,"Anderson, Thomas J.",american,5772,328734
1976,Nebraska,NE,35,US President,"Ford, Gerald",republican,359219,606749
1976,Nebraska,NE,35,US President,"Carter, Jimmy",democrat,233293,606749
1976,Nebraska,NE,35,US President,"McCarthy, Eugene """"Gene""""",independent,9383,606749
1976,Nebraska,NE,35,US President,"Maddox, Lester",american independent party,3378,606749
1976,Nebraska,NE,35,US President,"Macbride, Roger",libertarian,1476,606749
1976,Nevada,NV,65,US President,"Ford, Gerald",republican,101273,201876
1976,Nevada,NV,65,US President,"Carter, Jimmy",democrat,92479,201876
1976,Nevada,NV,65,US President,Other,,5108,201876
1976,Nevada,NV,65,US President,"Macbride, Roger",libertarian,1519,201876
1976,Nevada,NV,65,US President,"Maddox, Lester",american independent party,1497,201876
1976,New Hampshire,NH,4,US President,"Ford, Gerald",republican,185935,339627
1976,New Hampshire,NH,4,US President,"Carter, Jimmy",democrat,147645,339627
1976,New Hampshire,NH,4,US President,"McCarthy, Eugene """"Gene""""",independent,4095,339627
1976,New Hampshire,NH,4,US President,"Macbride, Roger",libertarian,936,339627
1976,New Hampshire,NH,4,US President,Scattering,,603,339627
1976,New Hampshire,NH,4,US President,"Larouche, Lyndon, Jr.",u.s. labor,186,339627
1976,New Hampshire,NH,4,US President,"Camejo, Peter",socialist workers,161,339627
1976,New Hampshire,NH,4,US President,"Julius """"Jules"""", Levin",socialist labor,66,339627
1976,New Jersey,NJ,12,US President,"Ford, Gerald",republican,1509688,3014472
1976,New Jersey,NJ,12,US President,"Carter, Jimmy",democrat,1444653,3014472
1976,New Jersey,NJ,12,US President,"McCarthy, Eugene """"Gene""""",independent,32717,3014472
1976,New Jersey,NJ,12,US President,"Macbride, Roger",libertarian,9449,3014472
1976,New Jersey,NJ,12,US President,"Maddox, Lester",american independent party,7716,3014472
1976,New Jersey,NJ,12,US President,"Julius """"Jules"""", Levin",socialist labor,3686,3014472
1976,New Jersey,NJ,12,US President,"Hall, Gus",communist party use,1662,3014472
1976,New Jersey,NJ,12,US President,"Larouche, Lyndon, Jr.",u.s. labor,1650,3014472
1976,New Jersey,NJ,12,US President,"Camejo, Peter",socialist workers,1184,3014472
1976,New Jersey,NJ,12,US President,"Wright, Margaret",peace & freedom,1044,3014472
1976,New Jersey,NJ,12,US President,"Bubar, Benjamin """"Ben""""",prohibition,554,3014472
1976,New Jersey,NJ,12,US President,"Zeidler, Frank",socialist,469,3014472
1976,New Mexico,NM,66,US President,"Ford, Gerald",republican,211419,416590
1976,New Mexico,NM,66,US President,"Carter, Jimmy",democrat,201148,416590
1976,New Mexico,NM,66,US President,"Camejo, Peter",socialist workers,2462,416590
1976,New Mexico,NM,66,US President,"Macbride, Roger",libertarian,1110,416590
1976,New Mexico,NM,66,US President,"Zeidler, Frank",socialist,240,416590
1976,New Mexico,NM,66,US President,"Bubar, Benjamin """"Ben""""",prohibition,211,416590
1976,New York,NY,13,US President,"Carter, Jimmy",democrat,3244165,6668262
1976,New York,NY,13,US President,"Ford, Gerald",republican,2825913,6668262
1976,New York,NY,13,US President,"Ford, Gerald",conservative,274878,6668262
1976,New York,NY,13,US President,"Carter, Jimmy",liberal party,145393,6668262
1976,New York,NY,13,US President,Other,,143037,6668262
1976,New York,NY,13,US President,"Macbride, Roger",free libertarian,12197,6668262
1976,New York,NY,13,US President,"Hall, Gus",communist party use,10270,6668262
1976,New York,NY,13,US President,"Camejo, Peter",socialist workers,6996,6668262
1976,New York,NY,13,US President,"Larouche, Lyndon, Jr.",labor,5413,6668262
1976,North Carolina,NC,47,US President,"Carter, Jimmy",democrat,927365,1677906
1976,North Carolina,NC,47,US President,"Ford, Gerald",republican,741960,1677906
1976,North Carolina,NC,47,US President,"Anderson, Thomas J.",american,5607,1677906
1976,North Carolina,NC,47,US President,"Macbride, Roger",libertarian,2219,1677906
1976,North Carolina,NC,47,US President,"Larouche, Lyndon, Jr.",u.s. labor,755,1677906
1976,North Dakota,ND,36,US President,"Ford, Gerald",republican,153684,297308
1976,North Dakota,ND,36,US President,"Carter, Jimmy",democrat,136078,297308
1976,North Dakota,ND,36,US President,"Anderson, Thomas J.",american,3698,297308
1976,North Dakota,ND,36,US President,"McCarthy, Eugene """"Gene""""",independent,2952,297308
1976,North Dakota,ND,36,US President,"Maddox, Lester",american independent party,269,297308
1976,North Dakota,ND,36,US President,"Macbride, Roger",libertarian,256,297308
1976,North Dakota,ND,36,US President,"Larouche, Lyndon, Jr.",u.s. labor,142,297308
1976,North Dakota,ND,36,US President,"Hall, Gus",communist party use,85,297308
1976,North Dakota,ND,36,US President,"Bubar, Benjamin """"Ben""""",prohibition,63,297308
1976,North Dakota,ND,36,US President,"Camejo, Peter",socialist workers,43,297308
1976,North Dakota,ND,36,US President,"Zeidler, Frank",socialist,38,297308
1976,Ohio,OH,24,US President,"Carter, Jimmy",democrat,2009959,4110456
1976,Ohio,OH,24,US President,"Ford, Gerald",republican,2000626,4110456
1976,Ohio,OH,24,US President,"McCarthy, Eugene """"Gene""""",independent,58267,4110456
1976,Ohio,OH,24,US President,"Maddox, Lester",american independent party,15508,4110456
1976,Ohio,OH,24,US President,"Macbride, Roger",libertarian,8952,4110456
1976,Ohio,OH,24,US President,"Hall, Gus",communist party use,7817,4110456
1976,Ohio,OH,24,US President,"Camejo, Peter",socialist workers,4833,4110456
1976,Ohio,OH,24,US President,"Larouche, Lyndon, Jr.",u.s. labor,4364,4110456
1976,Ohio,OH,24,US President,"Julius """"Jules"""", Levin",socialist labor,68,4110456
1976,Ohio,OH,24,US President,"Bubar, Benjamin """"Ben""""",prohibition,62,4110456
1976,Oklahoma,OK,53,US President,"Ford, Gerald",republican,545708,1092251
1976,Oklahoma,OK,53,US President,"Carter, Jimmy",democrat,532442,1092251
1976,Oklahoma,OK,53,US President,"McCarthy, Eugene """"Gene""""",independent,14101,1092251
1976,Oregon,OR,72,US President,"Ford, Gerald",republican,492120,1029876
1976,Oregon,OR,72,US President,"Carter, Jimmy",democrat,490407,1029876
1976,Oregon,OR,72,US President,"McCarthy, Eugene """"Gene""""",independent,40207,1029876
1976,Oregon,OR,72,US President,,,6107,1029876
1976,Oregon,OR,72,US President,"Anderson, Thomas J.",american,1035,1029876
1976,Pennsylvania,PA,14,US President,"Carter, Jimmy",democrat,2328677,4620787
1976,Pennsylvania,PA,14,US President,"Ford, Gerald",republican,2205604,4620787
1976,Pennsylvania,PA,14,US President,"McCarthy, Eugene """"Gene""""",mccarthy '76,50584,4620787
1976,Pennsylvania,PA,14,US President,"Maddox, Lester",constitution party,25344,4620787
1976,Pennsylvania,PA,14,US President,"Camejo, Peter",socialist workers,3009,4620787
1976,Pennsylvania,PA,14,US President,Other,,2934,4620787
1976,Pennsylvania,PA,14,US President,"Larouche, Lyndon, Jr.",u.s. labor,2744,4620787
1976,Pennsylvania,PA,14,US President,"Hall, Gus",communist party use,1891,4620787
1976,Rhode Island,RI,5,US President,"Carter, Jimmy",democrat,227636,410584
1976,Rhode Island,RI,5,US President,"Ford, Gerald",republican,181249,410584
1976,Rhode Island,RI,5,US President,"Macbride, Roger",libertarian,715,410584
1976,Rhode Island,RI,5,US President,"Camejo, Peter",socialist workers,462,410584
1976,Rhode Island,RI,5,US President,"Hall, Gus",communist party use,334,410584
1976,Rhode Island,RI,5,US President,"Julius """"Jules"""", Levin",socialist labor,188,410584
1976,South Carolina,SC,48,US President,"Carter, Jimmy",democrat,450807,802583
1976,South Carolina,SC,48,US President,"Ford, Gerald",republican,346149,802583
1976,South Carolina,SC,48,US President,"Anderson, Thomas J.",american,2996,802583
1976,South Carolina,SC,48,US President,"Maddox, Lester",american independent party,1950,802583
1976,South Carolina,SC,48,US President,,,681,802583
1976,South Dakota,SD,37,US President,"Ford, Gerald",republican,151505,300678
1976,South Dakota,SD,37,US President,"Carter, Jimmy",democrat,147068,300678
1976,South Dakota,SD,37,US President,"Macbride, Roger",libertarian,1619,300678
1976,South Dakota,SD,37,US President,"Hall, Gus",communist party use,318,300678
1976,South Dakota,SD,37,US President,"Camejo, Peter",socialist workers,168,300678
1976,Tennessee,TN,54,US President,"Carter, Jimmy",democrat,825879,1476346
1976,Tennessee,TN,54,US President,"Ford, Gerald",republican,633969,1476346
1976,Tennessee,TN,54,US President,"Anderson, Thomas J.",independent,5769,1476346
1976,Tennessee,TN,54,US President,"McCarthy, Eugene """"Gene""""",independent,5004,1476346
1976,Tennessee,TN,54,US President,"Maddox, Lester",independent,2303,1476346
1976,Tennessee,TN,54,US President,"Macbride, Roger",independent,1375,1476346
1976,Tennessee,TN,54,US President,"Hall, Gus",independent,547,1476346
1976,Tennessee,TN,54,US President,"Larouche, Lyndon, Jr.",independent,512,1476346
1976,Tennessee,TN,54,US President,"Bubar, Benjamin """"Ben""""",independent,442,1476346
1976,Tennessee,TN,54,US President,,independent,316,1476346
1976,Tennessee,TN,54,US President,,,230,1476346
1976,Texas,TX,49,US President,"Carter, Jimmy",democrat,2082319,4071884
1976,Texas,TX,49,US President,"Ford, Gerald",republican,1953300,4071884
1976,Texas,TX,49,US President,"McCarthy, Eugene """"Gene""""",independent,20118,4071884
1976,Texas,TX,49,US President,"Anderson, Thomas J.",american,11442,4071884
1976,Texas,TX,49,US President,,,2982,4071884
1976,Texas,TX,49,US President,"Camejo, Peter",socialist workers,1723,4071884
1976,Utah,UT,67,US President,"Ford, Gerald",republican,337908,541218
1976,Utah,UT,67,US President,"Carter, Jimmy",democrat,182110,541218
1976,Utah,UT,67,US President,"Anderson, Thomas J.",american,13304,541218
1976,Utah,UT,67,US President,"McCarthy, Eugene """"Gene""""",independent,3907,541218
1976,Utah,UT,67,US President,"Macbride, Roger",liberal party,2438,541218
1976,Utah,UT,67,US President,"Maddox, Lester",concerned citizens,1162,541218
1976,Utah,UT,67,US President,"Camejo, Peter",independent,268,541218
1976,Utah,UT,67,US President,"Hall, Gus",independent,121,541218
1976,Vermont,VT,6,US President,"Ford, Gerald",republican,100387,183902
1976,Vermont,VT,6,US President,"Carter, Jimmy",democrat,77798,183902
1976,Vermont,VT,6,US President,"McCarthy, Eugene """"Gene""""",independent,4001,183902
1976,Vermont,VT,6,US President,Other,,1090,183902
1976,Vermont,VT,6,US President,"Camejo, Peter",socialist workers,430,183902
1976,Vermont,VT,6,US President,"Larouche, Lyndon, Jr.",u.s. labor,196,183902
1976,Virginia,VA,40,US President,"Ford, Gerald",republican,836554,1697094
1976,Virginia,VA,40,US President,"Carter, Jimmy",democrat,813896,1697094
1976,Virginia,VA,40,US President,"Camejo, Peter",socialist workers,17802,1697094
1976,Virginia,VA,40,US President,"Anderson, Thomas J.",american,16686,1697094
1976,Virginia,VA,40,US President,"Larouche, Lyndon, Jr.",u.s. labor,7508,1697094
1976,Virginia,VA,40,US President,"Macbride, Roger",libertarian,4648,1697094
1976,Washington,WA,73,US President,"Ford, Gerald",republican,777732,1555534
1976,Washington,WA,73,US President,"Carter, Jimmy",democrat,717323,1555534
1976,Washington,WA,73,US President,"McCarthy, Eugene """"Gene""""",independent,36986,1555534
1976,Washington,WA,73,US President,"Maddox, Lester",american independent party,8585,1555534
1976,Washington,WA,73,US President,Other,,5482,1555534
1976,Washington,WA,73,US President,"Macbride, Roger",libertarian,5042,1555534
1976,Washington,WA,73,US President,"Anderson, Thomas J.",constitution party,1046,1555534
1976,Washington,WA,73,US President,"Camejo, Peter",socialist workers,905,1555534
1976,Washington,WA,73,US President,"Larouche, Lyndon, Jr.",u.s. labor,903,1555534
1976,Washington,WA,73,US President,"Hall, Gus",communist party use,817,1555534
1976,Washington,WA,73,US President,"Julius """"Jules"""", Levin",socialist labor,713,1555534
1976,West Virginia,WV,56,US President,"Carter, Jimmy",democrat,435864,750590
1976,West Virginia,WV,56,US President,"Ford, Gerald",republican,314726,750590
1976,Wisconsin,WI,25,US President,"Carter, Jimmy",democrat,1040232,2101336
1976,Wisconsin,WI,25,US President,"Ford, Gerald",republican,1004987,2101336
1976,Wisconsin,WI,25,US President,"McCarthy, Eugene """"Gene""""",independent,34943,2101336
1976,Wisconsin,WI,25,US President,"Maddox, Lester",american independent party,8552,2101336
1976,Wisconsin,WI,25,US President,"Zeidler, Frank",socialist,4298,2101336
1976,Wisconsin,WI,25,US President,"Macbride, Roger",libertarian,3814,2101336
1976,Wisconsin,WI,25,US President,Other,,2430,2101336
1976,Wisconsin,WI,25,US President,"Camejo, Peter",socialist workers,1691,2101336
1976,Wisconsin,WI,25,US President,"Julius """"Jules"""", Levin",socialist labor,389,2101336
1976,Wyoming,WY,68,US President,"Ford, Gerald",republican,92717,156343
1976,Wyoming,WY,68,US President,"Carter, Jimmy",democrat,62239,156343
1976,Wyoming,WY,68,US President,,,1387,156343
1980,Alabama,AL,41,US President,"Reagan, Ronald",republican,654192,1341929
1980,Alabama,AL,41,US President,"Carter, Jimmy",democrat,636730,1341929
1980,Alabama,AL,41,US President,"Anderson, John B.",independent,16481,1341929
1980,Alabama,AL,41,US President,"Rarick, John",conservative,15010,1341929
1980,Alabama,AL,41,US President,"Clark, Edward """"Ed""""",libertarian,13318,1341929
1980,Alabama,AL,41,US President,"Bubar, Benjamin """"Ben""""",statesman,1743,1341929
1980,Alabama,AL,41,US President,"Hall, Gus",communist party use,1629,1341929
1980,Alabama,AL,41,US President,"Deberry, Clifton",socialist workers,1303,1341929
1980,Alabama,AL,41,US President,"McReynolds, David",socialist,1006,1341929
1980,Alabama,AL,41,US President,"Commoner, Barry",citizens,517,1341929
1980,Alaska,AK,81,US President,"Reagan, Ronald",republican,86112,158445
1980,Alaska,AK,81,US President,"Carter, Jimmy",democrat,41842,158445
1980,Alaska,AK,81,US President,"Clark, Edward """"Ed""""",libertarian,18479,158445
1980,Alaska,AK,81,US President,"Anderson, John B.",independent,11155,158445
1980,Alaska,AK,81,US President,,,857,158445
1980,Arizona,AZ,61,US President,"Reagan, Ronald",republican,529688,873945
1980,Arizona,AZ,61,US President,"Carter, Jimmy",democrat,246843,873945
1980,Arizona,AZ,61,US President,"Anderson, John B.",independent,76952,873945
1980,Arizona,AZ,61,US President,"Clark, Edward """"Ed""""",libertarian,18784,873945
1980,Arizona,AZ,61,US President,"Deberry, Clifton",socialist workers,1100,873945
1980,Arizona,AZ,61,US President,"Commoner, Barry",citizens,551,873945
1980,Arizona,AZ,61,US President,"Hall, Gus",communist party use,25,873945
1980,Arizona,AZ,61,US President,"Griswold, Deirdre",workers world,2,873945
1980,Arkansas,AR,42,US President,"Reagan, Ronald",republican,403164,837582
1980,Arkansas,AR,42,US President,"Carter, Jimmy",democrat,398041,837582
1980,Arkansas,AR,42,US President,"Anderson, John B.",independent,22468,837582
1980,Arkansas,AR,42,US President,"Clark, Edward """"Ed""""",libertarian,8970,837582
1980,Arkansas,AR,42,US President,"Commoner, Barry",citizens,2345,837582
1980,Arkansas,AR,42,US President,"Bubar, Benjamin """"Ben""""",statesman,1350,837582
1980,Arkansas,AR,42,US President,"Hall, Gus",communist party use,1244,837582
1980,California,CA,71,US President,"Reagan, Ronald",republican,4522994,8582938
1980,California,CA,71,US President,"Carter, Jimmy",democrat,3082943,8582938
